ISIN,NAME,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AU000000LLC3,Lendlease Group,,,,,,,196329.06444480884,260608.72853466368,333609.9043321387,346179.04180325713,68730.9153,62499.91770000299,34999.7237,58643.644199999995,237873.9723,224978.9528,212289.0583000025,86745.15239999772,83682.98800000006,141970.98200000008,118508.73289999978,106751.0,39259.0
AU000000MAH3,Macmahon Holdings Limited,,,,,,,95969.43948360028,273258.47,124322.18,85575.78,83136.31,53296.4955,79269.0847,146380.0782043639,102121.88198737253,87816.22087868588,58820.87260399104,5631.933168300773,6013.953739785571,11506.893675969946,16609.91969136629,6119.0,2051.0
AU000000MGR9,Mirvac Group,,,,,,,6367.600241880268,7129.69,17500.77,21514.945600000003,17089.99,12450.042100000004,13635.224,9986.9968,7066.075500000001,11440.876900000001,9867.085600000004,6179.089800000003,4637.936600000003,6828.024,6622.986,7458.0,6342.0
AU000000MGX7,Mount Gibson Iron Limited,,,,,,,27363.783427695,21385.1230126394,43601.760809614076,81132.96572331608,123972.29401395192,136457.27806740406,174200.78727069095,203263.04411217783,265872.42083799414,56007.533599999995,20292.154945749753,24278.74810000008,14746.80420000005,21006.90220000007,29081.08299999972,36728.281,31059.631
AU000000MND5,Monadelphous Group Limited,,,,,,,2651.01748176456,3466.3341983769537,7061.87071861992,7740.098513163578,7567.895264147225,9610.07716706742,11025.754875606523,9184.9208,10065.032299999999,5962.8759,4340.407515563008,2678.2677099407947,5967.147,8570.07,9285.211,7397.002,8012.979
AU000000MQG1,Macquarie Group Limited,,,,,,,2401.6949289382237,2675.735447733356,9531.245189795602,9690.468430853432,9355.588863986071,8624.633139216032,18363.30728931293,1247.1161065979143,1287.8668190529745,1325.370128132236,846.2772035879717,0.0,391.0,490.0,539.01,482.44,460.9
AU000000MTS0,Metcash Limited,,,,,,,158235.3527646639,170814.27581453839,198329.15269280234,224471.87790711597,8304.122499999998,10406.062500000002,12397.1212,20087.071700000004,18988.1231442749,8380.738,9821.91499999975,8313.97183391802,8873.851650108334,9201.613360882198,7376.746075924833,181621.801,40086.066
AU000000NAB4,National Australia Bank Limited,,,,,,,23725.480000000003,13054.644964304802,21413.69561026,17869.900000000005,17362.999888,22084.9738,25687.9942,25362.9694,20847.9572,23480.929999999997,23052.03560000002,18373.013,19375.95820000002,19209.114800000018,19207.11499999998,16579.0,10821.0
AU000000NCM7,Newcrest Mining Limited,,,,,,,665649.92,630914.15,560994.4,1675939.8099999998,731334.58,1430610.9216999977,1438828.0276000004,1542738.153,1647553.9853000003,1523478.5352999999,1547985.152400005,1381583.114,1288103.628,1346105.191,1377880.011,1377155.0,1368492.72
AU000000ORG5,Origin Energy Limited,,,,,,,3599996.9196,4697067.016231543,4356035.871374554,3303998.8637000006,3191998.5154,4428027.175340017,10804761.428501,2602960.0862662396,15101157.054400021,16733499.00269993,16921182.618800003,16987568.330400005,17293008.0,18165780.57338169,17971006.754,16015029.368,14893301.998
AU000000ORI1,Orica Limited,,,,,,,2655335.195488112,1334304.0773685905,3464536.5276388708,3219343.4121535593,2920193.620890767,2413307.1053698603,2042290.3659711455,1808437.6676983964,1900461.4436043075,1678630.7341638235,1786938.8912803843,1789253.38,1864126.771,2330385.879,2098334.742,1843826.078,1628373.384
AU000000OZL8,OZ Minerals Limited,,,,,,,87792.7489680304,163007.1085036208,146002.52999999997,709196.1400000001,127580.4395031632,186244.00605759918,146424.03328725402,183983.0632,204959.04950000002,231656.67015185737,180290.02050000062,142669.10380000048,105648.02400000035,85257.92540000027,77270.78779999926,85555.0,97447.746
AU000000PPT9,Perpetual Limited,,,,,,,163.02263994978898,189.72859719503697,285.09146669327504,358.0614258,175.61999999999998,150.2047,85.4381,53.2552260176,34.222438397599994,22.81,23.059,0.0,0.0,0.0,0.0,0.0,0.0
AU000000QAN2,Qantas Airways Limited,,,,,,,12955935.218014076,11342099.00978662,11793552.017033216,13221146.010000002,12144875.889564395,12071615.909399997,12387551.806300001,12265534.154499998,12157624.985700002,11947008.081515936,11715566.508249044,12077990.860701175,12256077.601714648,12390319.0,12285422.0,9276620.0,4545344.325
AU000000QBE9,QBE Insurance Group Limited,,,,,,,4025.716746328767,6089.2769404838855,7924.7237403909985,5833.0145062766005,1253.9601,1267.8874,1241.0265,1159.9640000000002,1019.0771999999998,1019.0772000000001,1900.0951000000023,8685.967,7754.022,8250.0,6600.0,5548.0,5733.0
AU000000RHC8,Ramsay Health Care Limited,,,,,,,25747.29973511332,32963.411616760524,38529.92525058501,56695.6960056,59242.38999999999,64926.24351839194,69055.1813541196,61077.521700000005,61086.8562,61699.9756,65756.69910000001,65706.37924201734,67967.39416429136,71860.3465696273,78919.42379999996,140764.053,156447.656
AU000000SBM8,St Barbara Limited,,,,,,,13103.391468656278,24002.916511108368,26266.235840704197,45483.047600000005,101375.81077785105,103929.63343407912,136902.6037810727,89381.0607,82851.22391548926,41633.30322082103,44068.09143493276,114993.22050000017,116423.34360000017,163348.44300000026,158353.2165999995,194907.065,176234.757
AU000000SDG6,Sunland Group Limited,,,,,,,10002.19847549205,11238.685738270518,15699.30548554036,13030.425529480959,11347.857437975494,6447.570268573744,6797.038977347438,5930.218513366043,5192.105210272189,4896.504848237322,6584.461014580115,4714.465047098943,7284.633351018335,5201.681627806317,4494.585,2343.061,4231.465
AU000000SGM7,Sims Limited,,,,,,,120780.2300228929,125777.75000000001,123271.47,142763.364,149508.48799999995,147811.44,155798.6290042264,124953.7436093566,116537.828798816,111832.7907269176,109215.69552437044,84760.10604738643,67266.0,80197.69060000022,368052.47994330357,64900.0,79824.37
AU000000SGP0,Stockland,,,,,,,10742.20355837855,2059.78,2731.4536995832177,26244.019802812472,18947.57,14904.9581,28071.9968,26959.9972,18466.9668,22101.922199999997,26368.06750000001,35036.0,26883.926,25453.033,24229.95,21028.0,22402.0
AU000000SHL7,Sonic Healthcare Limited,,,,,,,25087.19893787237,28580.00667525232,36253.268152110235,50509.716029200004,53304.92262641879,58504.09150277417,56276.215091265236,70453.75265361922,73428.82267474507,80376.66062172872,82271.10560000002,86484.10000000002,90783.72780000004,85677.33610000003,87164.17979999994,90647.938,123116.732
AU000000STO6,Santos Limited,,,,,,,3473810.8927906062,3902172.0068350653,3633174.2155023618,3753586.7199999997,3457337.0,3665980.003,3579415.00378418,3807771.9843606954,3677867.0026000002,3936610.9898000006,4348198.005400006,5049999.986000006,5819999.986000009,3570000.0,3650000.0,3850000.0,5740000.0
AU000000SUN6,Suncorp Group Limited,,,,,,,3556.614953860914,3323.8473480782536,5413.492989615043,7445.057797765652,8493.125972173742,4388.1398,7442.9712,6832.0794,6583.789400000001,7729.050799999999,6948.05010000001,5230.583,7072.802,8645.958400000001,7982.988599999999,4464.0,2789.0
AU000000SWM4,Seven West Media Limited,,,,,,,978.3384121860349,994.648538476834,1261.8294332249998,1401.625875132314,1082.661692803282,1335.971628078047,1791.183591399008,3825.3444772475304,3583.884007684954,3066.0864371149096,2743.253311365175,2274.8802541814707,2171.0390312399395,2247.5514134339155,2052.964988762131,1436.039,1571.107
AU000000TAH8,Tabcorp Holdings Limited,,,,,,,38404.91203552347,36686.097273336236,41568.94195633894,14298.257399999999,11322.455699999999,11139.746799999997,11287.575900000002,3281.7206000000006,2722.4492092949495,2777.9404036330056,2904.32716332321,1969.879300000001,2019.131400000001,3087.1996000000017,5219.103399999993,4523.0,2668.0
AU000000TCL6,Transurban Group,,,,,,,1028.0329826558902,16.0,1732.38114230988,2754.7799999999997,5283.370428744628,117.6119,147.10680000000002,142.94710000000003,147.10680000000002,149.0531,1949.0628000000022,2020.0572000000022,2746.016600000003,3696.874200000004,3540.0,4449.281,4805.542
AU000000TLS2,Telstra Group Limited,,,,,,,161621.29368281944,153660.57073761037,128509.1,105698.39947878639,94052.13,86356.0,59748.41,58081.5054,58200.11302864642,56026.446146612,55348.53868672164,50640.021,53093.0,55157.994,46688.986,36057.0,33085.0
AU000000WBC1,Westpac Banking Corporation,,,,,,,8637.773481529186,7174.050602729598,7441.402044157599,6312.8899999999985,9967.021799999999,9572.9082,21459.924400000004,12134.006500000001,10708.006500000001,11306.8364,10830.075000000013,11103.204,9275.029,9824.025,9260.789,7594.0,7851.0
AU000000WES1,Wesfarmers Limited,,,,,,,2059667.07,2197181.25,2648968.15,4029022.129999999,3012016.4399999985,3370260.2349000038,2986432.6301,2636749.992200002,2257847.0459000086,1398079.5442000004,1386783.4378000116,1357284.0,1417243.689,1371021.467,883999.783,947000.0,869000.0
AU000000WOW2,Woolworths Group Limited,,,,,,,373531.2746302115,424756.0876277344,513533.16000000003,472901.0200000001,312593.5600000002,325933.76489999675,401248.0003461805,348202.1292,512855.0476,523273.0255999999,548888.0457000051,1329477.982,793431.1,782017.0,709488.949,592060.0,398036.0
AU0000032187,A2B Australia Limited,,,,,,,23064.64750830151,3263.3239552583186,4108.66548040704,5250.976247327575,4777.097517018702,5124.502589720635,5670.366997655581,6120.063110319627,6130.7875501170865,6061.811741293764,5250.363777199712,4100.5233946484195,3790.286898789141,4425.650105693647,4285.618806122753,3415.876,2507.724
AU0000033359,Healius Limited,,,,,,,3716.371127231732,4147.812718755519,5188.802116543598,13853.581959160343,23720.496691020697,25569.679096773794,25465.456655177117,29373.153203905003,30010.039882974987,29752.642093682014,29363.20112791851,26577.364149933248,27601.262572099884,26888.23735807499,25605.318763005518,21151.113,26927.786
AU0000088338,Ampol Limited,,,,,,,1799911.78,1967627.6054092245,2065352.772822106,1657287.5,1887664.9900000002,1817869.8870932849,1869696.709699361,1849637.6347554945,1849764.811,1704584.9608080937,938765.1974000001,730127.4516,737857.6410000002,739986.4941764297,572942.5267207714,1002037.831,1817839.909
AU0000224040,Woodside Energy Group Ltd,,,,,,,1559964.519549852,1947833.7417690011,1643805.7199999997,1979545.03,2516978.8,2258012.9058999997,1888694.3152000003,3815966.2327000005,9884879.908600003,10007231.929200001,10113000.09300002,10084000.0,9882999.953,9767100.043,8839999.99,3597999.99,3541000.0
BE0003470755,Solvay SA,,,,,,,7295220.003774952,8012440.448577028,9828337.15,10694427.00055,8852743.386799999,10898014.0709,13494232.620900001,12044086.202400003,11704845.279040001,13109764.765657147,12871823.674112042,10883948.69,10249914.932,10402633.908,10587764.755,8894054.0,9590000.0
BE0003565737,KBC Group NV,,,,,,,34051.38426050051,45097.002665770386,119044.56,21354.9499,13615.04270000209,13905.099100000025,22743.971900000277,16483.134899999975,14338.168716343702,24520.58959367489,33680.55020000001,35901.41,41731.048,37628.998,34739.11,25199.53,19511.3
BE0003593044,Cofinimmo SA,,,,,,,2925.279605802803,3172.006460456433,4537.11004727904,4060.1833929573586,6194.098113249939,6303.398187971831,7334.288100000002,4090.478,4425.299,6988.0,7483.0,8806.0,6913.0,6847.0,7181.0,5780.0,6252.733
BE0003717312,Sofina,,,,,,,2136.6237872833085,2838.0041274974683,3621.82680971564,1241.3399151838478,2405.3966998986643,1699.3066961871023,1366.2380336870779,1498.770246768883,1946.6155759956569,2794.4026635721702,2617.5517319267424,2276.648484545032,4234.187754229244,613.2011347846195,9519.127,11265.131,21293.711
BE0003735496,Orange Belgium S.A.,,,,,,,8401.132041622846,10239.580036899239,11305.422927808935,11501.539755453729,11104.023276258136,11478.425979508918,11263.569958455913,8079.454887526401,7599.6585802776,5821.9700716504,4810.666273138002,4681.159093138218,4673.707671871942,6312.731533522804,6277.46450760642,13870.554,14917.203
BE0003739530,UCB SA,,,,,,,69423.01903120601,79523.39130113123,46994.26,46996.3,65981.2655636432,45820.5376473664,38127.3058575432,44126.042892751546,41570.490000000005,35777.5,38605.50198389841,50579.17,49371.791,42991.389,42089.036,32787.199,30029.069
BE0003755692,Agfa-Gevaert NV,,,,,,,67076.65885746569,66099.30929277484,66239.28183885987,71144.46068426999,67041.17346353686,70248.22820143611,63478.852054970324,71193.07837571585,69160.6167644613,60502.26339395182,61639.65290000004,60846.608,54165.034,60401.97026106174,100955.95839298813,92481.106,89683.108
BE0003797140,Groupe Bruxelles Lambert SA,,,,,,,223732.17268127468,216775.64169896598,253605.97350909995,45264085.2766187,37695173.06060627,40607488.969194725,36073846.157952495,37522596.05639827,37792491.55757508,32351576.991798714,222049.85692911092,192170.51511013875,223542.28946139675,239538.8935844555,228242.95491180435,211962.5,228729.118
BE0974256852,Etn. Fr. Colruyt NV,,,,,,,104419.59258693499,95612.81848543153,109705.14346110825,136309.94751800713,127363.1806849597,27798.341299999996,29479.121600000002,35268.42460000004,49773.3046,50762.98965637178,48957.54954536101,42284.57836223887,45286.611924170276,29116.429400000085,30185.55879999974,29577.497,135184.99
BE0974258874,NV Bekaert SA,,,,,,,165853.13231580198,193079.5483467624,198843.17523817453,210850.8753099241,191416.1824321454,325176.1514408419,361562.5418728604,312026.3479359201,303018.46065384836,281127.4888562733,297755.1331722276,335220.08927026077,390688.7230338009,378435.28086388845,274659.39757701755,262450.984,320875.775
BE0974264930,ageas SA/NV,,,,,,,95521.27688530993,82381.57418538799,70383.54591727417,11567.976679163798,15675.05590568932,12650.736649955872,19461.859881918128,12168.873821840909,11025.618973553275,11353.817959340558,9149.98417640624,9112.878438136042,8397.296872481194,8348.734862137533,9168.37628978761,9793.0,7506.0
BE0974320526,Umicore SA,,,,,,,982410.6448661573,1126012.9214080316,835613.6255571233,534602.5238000001,746614.1528862388,575415.130031766,796615.5555293974,690387.9905815758,625779.3448907024,560393.6700281261,484264.315104733,450529.261700002,388591.0744000018,454456.26730000204,488694.64179999393,509840.735,574530.928
BMG0450A1053,Arch Capital Group Ltd.,,,,,,,2154.747560736579,2250.843213468876,2159.0020291546566,2049.1005182379004,2124.036012462784,2014.1953257374507,1741.474653289981,1940.4699268341699,1928.7417086398902,2271.868301621785,2517.490363614157,2675.852140348722,3219.6793601394315,3172.7958016083503,3649.259,4376.353,1165.0
BMG2108M2182,Chinese Estates Holdings Limited,,,,,,,1591.840280783561,1676.695876625749,14822.028139482009,3150.721713220653,6084.727596704949,7828.018474929701,1024.8340207683852,5477.535374031618,18919.62705265919,5404.928771335094,3013.7701322133144,10649.896367219892,840.7020000000005,3.2,3.0,736.03,1197.243
