ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
AN8068571086,SCHLUMBERGER,,,,35.98,42.15,41.28,42.05,49.26,45.72,34.93,31.99,38.55,31.47,41.31,35.41,46.74,46.22,64.41,65.88,73.6,72.93,79.13,87.06,86.11
AT000000STR1,STRABAG SE,,,,,,,,,42.56,41.5,33.35,32.27,33.44,39.81,42.32,36.03,37.51,37.97,77.52,77.44,81.25,81.14,80.54,75.93
AT00000VIE62,FLUGHAFEN WIEN,,,,,59.08,48.66,24.55,21.46,18.94,20.6,19.41,22.71,35.97,37.49,36.83,36.16,41.09,40.27,54.13,47.44,44.88,42.69,44.49,
AT0000606306,RAIFFEISEN BANK INTL.,,,,,,,31.72,35.99,30.04,34.03,25.67,65.58,61.71,49.06,51.3,51.14,53.54,71.45,75.91,90.95,91.57,87.49,86.93,85.91
AT0000652011,ERSTE GROUP BANK,,,,18.69,23.99,36.67,33.6,24.33,35.48,36.47,36.4,34.92,34.34,35.21,36.36,47.22,48.56,47.44,83.09,80.42,82.81,79.64,74.79,74.31
AT0000720008,TELEKOM AUSTRIA,,,,,,,21.23,19.4,56.13,59.13,65.76,63.31,65.02,74.4,73.83,68.47,66.16,62.4,63.65,60.42,57.78,75.31,71.21,71.83
AT0000730007,ANDRITZ,,,,32.87,32.99,24.85,23.63,31.41,25.33,20.98,17.63,66.62,51.95,47.5,50.11,52.07,45.57,56.84,59.24,75.01,76.17,76.0,76.78,77.3
AT0000743059,OMV,,,,78.25,81.79,87.23,79.14,86.15,76.46,90.18,83.4,88.1,76.81,80.92,83.16,83.34,86.89,86.48,82.98,82.7,82.43,83.21,90.87,89.33
AT0000746409,VERBUND,,,,,,,38.13,52.43,44.78,54.34,50.77,52.06,53.31,42.43,44.61,42.82,50.22,55.42,53.9,51.97,64.04,62.25,75.72,69.61
AT0000831706,WIENERBERGER,,,,36.44,28.3,44.7,34.8,31.49,48.33,19.92,22.91,30.29,32.29,36.42,28.24,37.79,52.64,40.23,41.11,43.32,44.13,53.72,76.84,74.36
AT0000908504,VIENNA INSURANCE GROUP A,,,,,,13.84,34.66,24.44,22.72,42.1,45.72,40.24,25.72,38.6,39.12,40.28,41.64,61.27,61.06,61.94,59.31,61.48,61.78,55.56
AT0000937503,VOESTALPINE,,,,20.72,57.01,49.45,12.02,17.02,13.81,17.37,31.68,35.65,40.85,36.68,40.37,47.55,48.13,71.26,65.79,62.63,59.43,74.13,69.86,67.57
AT0000938204,MAYR-MELNHOF KARTON,,,,,,24.93,14.68,28.39,20.57,30.05,29.31,25.45,35.71,37.88,38.38,33.74,41.62,35.86,43.92,47.36,50.82,52.68,66.0,70.67
AT0000A21KS2,IMMOFINANZ,,,,37.88,18.07,19.36,30.57,13.45,33.21,15.31,13.2,29.4,31.31,26.64,26.25,30.17,31.4,27.37,59.93,66.88,61.88,70.75,72.26,69.9
AU000000ALL7,ARISTOCRAT LEISURE,,,,,,4.02,21.3,46.61,40.28,34.76,32.82,30.35,29.08,28.13,32.81,31.36,31.39,30.88,30.27,30.39,34.09,47.43,49.98,51.02
AU000000AMP6,AMP,,,,,,19.2,37.4,32.44,61.28,45.55,52.82,61.8,62.74,57.92,63.77,68.98,67.08,68.77,72.37,72.54,65.21,58.6,66.27,
AU000000ANN9,ANSELL,,,,,,28.79,40.82,40.98,29.12,38.8,38.08,50.0,51.86,45.67,50.21,51.92,52.74,59.05,68.38,75.49,70.67,80.32,73.8,69.82
AU000000ANZ3,ANZ GROUP HOLDINGS,,,,34.68,41.88,53.95,64.47,76.22,83.03,90.36,89.23,91.36,88.72,82.65,85.53,86.11,85.27,90.48,90.15,86.84,86.56,87.09,87.34,83.99
AU000000ASX7,ASX,,,,,,29.25,17.51,53.58,42.52,57.53,55.58,50.8,50.87,50.9,53.94,52.49,64.25,59.27,61.95,59.8,63.63,64.79,63.33,67.81
AU000000BEN6,BENDIGO & ADELAIDE BANK,,,,,,,35.93,30.67,20.25,41.5,42.95,50.09,50.58,62.2,63.78,59.01,62.06,63.64,66.38,56.93,58.31,56.63,55.69,
AU000000BHP4,BHP GROUP,,,,54.89,80.38,91.14,50.75,58.11,90.18,92.18,93.35,92.76,90.51,85.23,84.24,87.66,92.14,91.91,90.0,88.79,82.04,85.76,88.58,88.22
AU000000BLD2,BORAL,,,,,,42.99,40.85,41.21,38.99,57.54,59.35,50.79,39.11,34.49,27.52,24.93,33.77,35.34,60.01,60.72,76.72,80.18,70.81,68.58
AU000000BSL0,BLUESCOPE STEEL,,,,,,20.19,19.69,15.45,21.03,22.95,19.94,23.72,21.33,35.74,35.77,36.16,56.46,59.39,87.55,84.5,78.21,77.86,81.04,80.3
AU000000CBA7,COMMONWEALTH BK.OF AUS.,,,,9.38,38.57,39.86,49.3,54.91,46.09,47.4,62.42,61.62,59.36,56.24,55.47,55.66,64.77,72.34,72.47,75.41,82.93,88.35,92.91,91.74
AU000000CGF5,CHALLENGER,,,,,,9.65,9.7,7.96,7.56,22.22,23.28,29.26,30.01,41.12,45.48,47.4,48.49,54.41,51.3,48.48,62.0,73.35,78.38,74.55
AU000000CIM7,CIMIC GROUP DEAD - DELIST.11/05/22,,,,,,27.23,27.07,27.64,40.37,36.56,33.4,34.59,36.43,32.67,37.2,33.46,70.29,79.78,79.88,76.53,81.99,83.5,81.43,
AU000000COH5,COCHLEAR,,,,,,6.25,8.87,12.27,18.25,20.87,21.68,17.44,15.44,20.13,20.03,24.74,29.86,31.61,49.37,61.26,77.16,71.18,70.44,69.36
AU000000CPU5,COMPUTERSHARE,,,,,,30.93,30.46,13.26,41.92,57.69,43.29,41.94,31.64,46.34,45.13,51.74,68.98,74.89,47.96,46.73,47.26,48.14,61.54,62.47
AU000000CSL8,CSL,,,,,,30.17,28.28,30.93,30.59,55.29,70.16,72.06,75.72,77.13,80.68,78.54,81.14,78.79,87.38,95.14,95.07,93.37,91.74,92.08
AU000000CSR5,CSR,,,,,,,33.51,33.94,23.25,29.53,29.46,40.5,30.0,33.78,32.56,27.98,38.08,40.4,42.25,45.06,39.83,54.6,47.37,50.25
AU000000DOW2,DOWNER EDI,,,,,,30.91,34.37,31.12,23.6,17.59,21.3,34.57,33.3,39.22,35.92,37.32,45.3,45.48,49.3,50.2,55.17,56.2,60.07,59.17
AU000000DXS1,DEXUS STAPLED UNITS,,,,,,,38.13,49.17,47.63,87.43,86.77,90.54,85.03,87.25,85.23,86.35,93.94,96.15,94.62,95.47,97.15,96.61,95.5,97.02
AU000000ELD6,ELDERS,,,,,,11.94,11.89,4.12,21.99,22.38,22.75,20.56,24.48,20.9,22.32,27.23,35.08,36.0,35.21,30.04,35.48,37.92,42.78,42.61
AU000000GMG2,GOODMAN GROUP,,,,,,,5.93,19.19,40.07,50.98,38.65,36.14,51.4,38.83,49.95,37.84,62.04,63.18,60.31,57.8,70.08,74.76,66.59,66.8
AU000000GPT8,GPT GROUP STAPLED UNITS,,,,,,27.56,13.29,37.03,58.74,87.19,84.33,90.1,87.35,90.27,91.39,85.38,91.8,90.31,89.82,79.09,77.87,76.09,77.28,75.69
AU000000HVN7,HARVEY NORMAN HOLDINGS,,,,,,17.64,13.16,12.82,14.39,18.48,29.98,29.98,29.13,27.52,29.58,33.09,33.81,34.04,31.94,36.91,35.14,35.37,34.04,28.53
AU000000IAG3,INSURANCE AUS.GROUP,,,,,,41.31,33.91,42.01,69.58,74.32,85.04,93.65,91.85,84.93,83.04,83.97,88.99,89.05,85.38,84.83,85.07,84.45,85.8,86.71
AU000000ILU1,ILUKA RESOURCES,,,,,,29.48,20.08,22.96,19.47,11.69,12.08,15.78,19.95,28.46,26.75,32.38,41.19,59.04,74.88,71.53,67.27,64.0,70.69,67.68
AU000000IPL1,INCITEC PIVOT,,,,,,,,,24.83,20.72,25.13,25.37,30.5,25.23,29.04,25.88,34.15,36.09,35.98,43.09,69.28,66.05,64.24,70.56
AU000000JHX1,JAMES HARDIE INDUSTRIES CDI,,,,,,,28.17,21.6,11.7,20.93,32.7,36.87,28.13,26.47,26.63,28.56,30.61,38.73,36.88,33.82,40.16,39.18,56.15,53.61
AU000000LLC3,LENDLEASE GROUP STAPLED UNITS,,,,,,25.56,53.19,36.27,24.8,57.43,56.44,68.89,71.39,51.59,41.12,41.13,45.8,49.47,63.95,63.91,59.59,56.29,52.34,54.2
AU000000MGR9,MIRVAC GROUP STAPLED UNITS,,,,,,48.43,59.06,59.47,69.66,70.38,71.83,72.49,72.83,71.66,73.41,71.98,76.29,81.19,81.4,79.98,81.24,80.28,80.51,76.06
AU000000MQG1,MACQUARIE GROUP,,,,,,,44.89,30.57,33.02,52.56,65.85,67.94,72.73,72.42,72.43,74.54,73.87,71.6,72.6,73.58,73.45,84.64,85.23,82.83
AU000000MTS0,METCASH,,,,,,,,,38.86,37.93,54.78,46.63,46.9,29.38,31.13,29.44,41.67,36.7,37.56,35.95,36.67,39.34,42.9,40.72
AU000000NAB4,NATIONAL AUS.BANK,,,,43.46,48.68,65.22,89.27,88.11,83.66,84.3,84.27,87.66,81.43,74.95,76.81,86.68,82.72,90.61,89.89,87.78,87.86,86.44,87.52,86.1
AU000000NCM7,NEWCREST MINING DEAD - DELIST.08/11/23,,,,,,44.56,64.27,69.28,57.18,58.37,60.46,59.92,86.4,85.73,86.45,60.86,61.94,60.91,66.89,74.59,71.84,69.47,69.61,67.69
AU000000ORG5,ORIGIN ENERGY (EX BORAL),,,,,,27.41,37.47,26.86,45.21,50.39,47.9,56.6,53.13,55.7,53.67,61.64,67.46,59.39,62.07,56.85,61.08,60.86,64.53,61.36
AU000000ORI1,ORICA,,,,24.07,26.05,31.57,32.0,32.2,22.73,41.06,31.02,53.04,51.2,57.7,60.48,68.1,63.81,58.64,67.51,62.56,61.47,58.94,53.69,61.62
AU000000PPT9,PERPETUAL,,,,,,28.71,54.3,40.23,31.95,27.19,24.08,54.99,46.96,46.7,56.86,68.08,54.34,71.09,70.33,72.77,59.15,59.38,67.0,74.51
AU000000QAN2,QANTAS AIRWAYS,,,,,,12.65,34.26,32.37,51.0,65.03,64.96,62.71,63.75,65.33,60.83,56.27,47.31,64.7,67.63,76.31,63.82,69.75,66.17,71.37
AU000000QBE9,QBE INSURANCE GROUP,,,,,,13.41,14.2,6.63,27.32,39.82,27.47,30.59,30.21,37.76,36.61,38.77,51.79,54.23,79.86,83.54,83.69,87.39,87.62,86.2
AU000000SGM7,SIMS,,,,,,,,,41.14,42.89,45.74,48.35,56.91,65.66,62.88,60.04,53.68,52.95,46.19,50.14,61.3,59.24,60.42,64.83
AU000000SGP0,STOCKLAND STAPLED UNITS,,,,,,41.58,33.36,67.4,75.63,76.81,83.76,76.69,75.93,78.57,78.51,93.48,93.46,93.8,92.81,91.36,91.9,93.92,93.76,92.89
AU000000SHL7,SONIC HEALTHCARE,,,,,,24.12,20.72,11.35,7.91,8.16,8.26,15.01,8.85,34.28,21.34,47.44,54.53,61.48,65.36,76.33,76.57,75.49,73.64,75.38
AU000000STO6,SANTOS,,,,,,20.97,19.3,33.95,58.88,62.85,64.46,71.91,68.28,67.09,58.99,61.24,54.95,42.26,30.36,30.22,36.29,40.89,40.51,40.81
AU000000SUN6,SUNCORP GROUP,,,,,,41.95,18.28,16.4,45.91,56.22,53.0,43.67,48.78,46.02,47.33,53.58,43.03,47.43,59.23,66.54,66.31,68.54,83.4,82.35
AU000000TAH8,TABCORP HOLDINGS,,,,,,9.92,4.79,2.72,25.14,42.94,45.8,52.02,51.44,48.2,53.43,62.22,63.52,74.4,69.08,68.8,70.52,74.04,84.42,83.24
AU000000TCL6,TRANSURBAN GROUP STAPLED UNITS,,,,,,33.14,26.96,30.73,49.2,61.83,66.1,63.77,65.03,72.84,69.76,69.19,59.22,56.22,50.47,50.8,45.51,63.54,65.95,69.16
AU000000TLS2,TELSTRA GROUP,,,,,,59.59,55.77,50.19,47.26,65.03,75.45,87.81,89.95,79.68,77.27,86.81,86.99,80.47,82.15,78.85,76.49,83.97,87.28,88.5
AU000000WBC1,WESTPAC BANKING,,,,51.14,58.84,55.31,66.61,79.18,90.14,86.97,86.41,87.51,84.17,86.21,88.53,87.34,90.52,94.0,94.28,91.23,88.38,88.75,78.22,66.66
AU000000WES1,WESFARMERS,,,,,,,56.99,57.1,66.47,64.87,61.24,84.94,82.65,84.4,84.82,79.64,85.36,91.24,85.07,96.28,93.47,92.72,88.64,85.06
AU000000WOR2,WORLEY,,,,,,14.92,36.55,41.54,59.81,46.16,36.45,53.73,59.74,61.51,71.35,71.22,70.97,86.21,83.23,84.51,81.4,76.21,75.41,86.2
AU000000WOW2,WOOLWORTHS GROUP,,,,,,,41.75,70.18,71.86,74.21,66.08,90.25,83.23,83.37,86.11,86.14,82.5,81.63,85.91,88.99,88.91,87.08,86.84,85.79
AU0000088338,AMPOL,,,,,,6.7,15.12,15.62,37.59,44.91,39.87,38.63,34.38,26.09,25.5,32.01,34.66,37.94,43.52,78.3,77.44,75.28,73.63,70.89
AU0000224040,WOODSIDE ENERGY GROUP,,,,,,36.2,39.75,39.27,36.14,41.85,62.3,70.92,82.43,72.44,75.22,73.14,80.51,70.18,67.08,67.09,85.61,80.12,80.13,89.73
BE0003470755,SOLVAY,,,,41.61,36.82,27.31,31.36,34.91,26.3,45.71,41.66,48.97,64.12,65.06,63.38,75.4,84.96,82.93,75.38,72.95,70.28,75.72,80.3,78.4
BE0003565737,KBC GROUP,,,,47.87,48.13,68.34,66.99,82.07,86.42,91.36,87.54,90.57,89.52,88.87,89.32,58.64,77.47,74.49,74.93,79.12,79.86,75.21,75.86,74.86
BE0003593044,COFINIMMO,,,,34.15,24.24,35.7,60.39,44.97,67.82,61.17,63.45,66.38,63.42,60.77,56.24,60.6,60.38,59.49,58.87,62.41,70.85,68.5,66.24,89.01
BE0003717312,SOFINA,,,,,,,,,2.93,3.25,4.11,7.77,7.9,8.43,5.08,14.15,10.43,16.5,22.12,17.06,38.38,40.85,43.67,45.96
BE0003735496,ORANGE BELGIUM,,,,26.9,19.74,18.95,18.04,12.55,15.81,33.77,22.72,40.02,34.28,31.48,36.05,26.89,32.21,23.25,26.27,46.24,49.97,45.0,44.32,34.08
BE0003739530,UCB,,,,,,,19.03,18.64,23.41,15.54,23.77,27.6,32.84,38.86,38.2,48.12,63.09,61.19,85.54,85.36,89.9,91.9,88.09,91.95
BE0003755692,AGFA-GEVAERT,,,,22.59,21.5,19.68,34.95,23.57,63.41,63.45,65.84,63.82,58.89,69.63,72.29,72.21,81.75,86.19,81.99,81.26,79.23,79.23,78.59,78.11
BE0003797140,GBL NEW,,,,14.47,15.94,33.54,17.78,19.66,16.36,14.04,8.39,8.49,7.04,5.97,15.67,13.58,13.41,17.01,20.28,42.49,48.04,83.03,80.88,79.97
BE0003810273,PROXIMUS,,,,31.43,23.88,23.97,30.36,30.08,45.25,69.11,75.98,78.03,68.62,58.29,55.44,49.91,74.26,79.0,84.09,78.12,72.98,79.14,80.81,78.22
BE0974256852,COLRUYT GROUP,,,,42.38,36.72,41.24,29.52,51.76,38.59,51.05,43.64,51.2,42.03,39.8,45.74,48.44,55.82,51.68,52.22,52.42,52.45,59.19,55.5,57.89
BE0974258874,BEKAERT (D),,,,37.19,13.32,40.97,25.06,27.45,42.45,40.57,49.54,45.7,45.67,35.39,35.34,41.61,68.03,68.65,69.38,70.04,66.9,69.09,67.82,71.91
BE0974264930,AGEAS (EX-FORTIS),,,,,,,53.38,74.97,70.3,29.95,20.71,24.27,20.27,16.45,14.25,14.95,39.42,33.31,25.75,34.9,38.18,39.83,45.97,60.63
BE0974293251,ANHEUSER-BUSCH INBEV,,,,4.69,21.53,16.52,40.92,42.58,52.55,39.95,38.34,30.58,32.16,32.85,41.88,51.15,40.34,47.77,50.66,47.18,46.68,51.38,77.09,73.55
BE0974320526,UMICORE,,,,,,,24.61,12.34,45.23,50.38,63.4,58.78,73.88,73.19,62.01,56.64,60.48,70.31,70.64,73.98,72.11,72.27,72.7,83.33
BMG0692U1099,AXIS CAPITAL HDG.,,,,,,30.0,32.59,26.69,24.44,29.26,30.32,30.13,29.93,23.79,27.19,24.71,20.3,25.27,25.58,20.93,33.44,38.38,65.21,58.71
BMG2108M2182,CHINESE ESTATES HDG.,,,,,,,,,20.29,12.91,12.28,19.06,15.57,15.72,16.37,18.05,14.37,35.87,37.81,35.9,36.06,34.31,35.58,43.47
BMG2178K1009,CKI HOLDINGS,,,,,,4.83,5.44,6.4,3.09,0.99,1.79,1.9,0.92,0.89,4.69,5.3,4.49,8.9,9.36,33.63,36.21,58.73,53.9,45.73
BMG2442N1048,COSCO SHIPPING PORTS,,,,,,,,,22.41,20.43,12.4,20.46,9.01,8.24,16.59,28.73,29.64,35.07,42.94,46.12,53.63,45.66,44.69,58.53
BMG3122U1457,ESPRIT HOLDINGS,,,,20.08,21.58,25.2,25.8,20.1,32.52,42.69,59.99,67.13,65.11,58.03,66.93,63.1,60.09,64.4,61.72,71.17,78.35,70.03,77.06,74.0
BMG3223R1088,EVEREST GROUP,,,,,,24.83,23.99,16.59,27.48,31.43,30.57,32.75,30.15,25.94,26.77,25.54,26.0,22.79,27.95,35.09,40.23,47.54,42.21,39.35
BMG4593F1389,HISCOX DI,,,,,,34.34,21.33,18.29,38.94,37.84,40.85,34.83,30.83,30.32,29.54,30.12,31.28,29.91,43.95,43.26,41.28,42.53,39.52,48.63
BMG524401079,KERRY PROPERTIES,,,,,,36.53,45.2,22.07,24.62,34.58,22.54,40.38,34.4,30.53,32.81,35.54,58.28,67.26,81.34,85.6,87.47,85.21,90.69,86.54
BMG6359F1370,NABORS INDUSTRIES,,,,22.23,38.75,32.0,30.6,26.22,19.99,19.31,26.49,20.81,31.68,21.83,21.52,17.35,25.66,35.0,41.94,47.01,55.38,64.25,58.19,54.09
BMG668971101,NWS HOLDINGS,,,,,,,32.51,18.58,12.7,13.68,8.34,5.5,10.98,10.81,10.22,27.08,31.17,29.54,46.49,42.75,48.91,65.94,,66.78
BMG677491539,ORIENT OVERSEAS (INTL.),,,,,,17.33,15.75,16.31,37.39,34.55,31.99,35.39,32.28,31.53,29.2,62.91,71.44,70.3,71.54,74.95,75.39,73.21,80.58,77.51
BMG684371393,PACIFIC BASIN SHIP.,,,,,,,,,26.26,21.56,20.84,29.95,25.28,21.97,26.46,25.31,38.04,39.12,45.72,44.44,54.25,55.99,55.34,50.46
BMG7496G1033,RENAISSANCERE HDG.,,,,,,21.51,27.64,13.67,38.21,39.19,40.5,37.11,30.88,29.49,36.17,28.58,33.23,30.88,31.07,31.18,28.86,27.99,31.43,30.36
BMG7997W1029,SEADRILL,,,,,,,2.75,2.52,7.54,22.02,16.83,18.14,15.71,10.88,10.4,18.63,14.74,14.78,14.65,39.1,33.96,37.39,40.91,
BMG8063F1068,SHANGRI-LA ASIA,,,,,,17.5,14.14,35.02,41.51,28.64,23.7,32.47,34.25,64.89,64.13,61.77,66.01,67.06,74.04,71.48,72.89,74.52,71.67,63.17
BMG812761002,SIGNET JEWELERS,,,,66.96,35.19,49.17,31.99,43.43,60.87,61.87,58.59,58.72,52.69,50.93,56.18,52.74,53.97,51.02,50.48,67.26,73.0,73.3,62.59,55.58
BMG850801025,STOLT-NIELSEN,,,,25.94,14.1,31.25,18.95,39.53,29.52,23.71,17.67,22.44,20.72,23.23,22.7,25.76,31.01,32.35,34.49,41.98,77.2,76.12,70.33,62.16
BMG9618E1075,WHITE MOUNTAINS IN.GP.,,,,,,,,,32.08,32.52,31.33,29.26,24.48,22.71,24.24,25.74,29.86,20.93,20.84,30.74,30.17,30.34,29.04,24.87
BMG988031446,YUE YUEN INDL.HDG.,,,,,,27.29,36.17,24.37,12.61,21.88,23.76,25.42,25.45,21.76,18.21,14.01,25.97,26.13,25.11,39.08,42.6,47.96,48.5,43.12
BRBBDCACNPR8,BANCO BRADESCO PN,,,,,,,,,81.04,88.02,85.77,88.01,73.52,72.7,71.71,72.42,70.5,88.23,83.71,86.58,85.79,89.53,87.75,87.08
BRCMIGACNPR3,CIA ENERGETICA DE MINAS GERAIS PN,,,,,,,,,77.89,74.56,71.03,73.49,76.27,76.72,75.77,74.11,68.41,66.3,69.71,66.43,80.83,77.34,78.19,65.38
BRITUBACNPR1,ITAU UNIBANCO HOLDING PN,,,,,,,,,74.97,89.12,84.49,91.58,88.33,87.63,87.59,88.0,92.59,94.72,94.48,95.06,92.2,92.14,90.56,88.16
BRPETRACNPR6,PETROLEO BRASILEIRO PN,,,,48.56,78.31,70.76,64.2,54.43,89.77,92.39,95.65,94.56,96.86,96.32,96.41,89.9,93.48,92.41,89.96,86.83,84.17,84.38,85.02,89.8
BRVALEACNOR0,VALE ON,,,,,,,,,83.03,83.06,87.36,93.21,87.03,88.03,94.35,93.52,95.6,90.33,88.43,87.25,92.17,88.86,87.59,87.18
CA00208D4084,ARC RESOURCES,,,,,,3.13,5.32,21.11,43.12,40.88,43.08,41.35,40.0,40.57,41.95,43.79,45.48,48.4,48.38,46.26,47.84,43.12,38.27,36.66
CA0084741085,AGNICO-EAGLE MNS. (NYS),,,,,,11.74,22.68,25.61,21.61,25.43,64.77,70.08,73.74,73.11,71.95,68.14,74.04,75.76,75.46,74.03,77.36,76.46,76.65,76.85
CA01626P1484,ALIMENTATION COUCHE TARD,,,,,,,14.71,17.59,15.75,15.35,15.65,13.67,16.24,16.18,15.63,19.25,24.58,30.86,35.77,37.6,36.61,33.18,31.9,36.71
CA05534B7604,BCE,,,,,,39.97,31.59,35.19,48.73,65.26,61.83,68.53,62.81,67.22,65.75,56.26,51.54,58.9,72.99,72.1,75.35,72.18,69.92,63.62
CA0636711016,BANK OF MONTREAL,,,,65.1,56.11,65.42,41.1,50.99,56.07,64.23,76.85,82.48,82.55,84.55,83.33,84.73,84.48,86.34,91.26,94.25,94.15,92.25,92.39,90.44
CA0641491075,BK.OF NOVA SCOTIA,,,,79.04,74.46,77.41,64.77,71.55,90.03,90.18,89.66,89.98,89.93,93.0,91.41,95.02,94.67,94.32,95.12,93.84,92.38,89.38,90.04,91.37
CA0679011084,BARRICK GOLD (NYS),,,,,,,77.66,59.74,86.89,88.65,93.33,92.34,93.5,92.47,89.29,84.62,87.87,87.15,86.78,87.63,81.31,80.41,78.24,74.49
CA0717341071,BAUSCH HEALTH (NYS) COMPANIES,,,,,,11.6,4.89,8.7,11.05,17.58,14.32,20.29,18.23,11.59,11.25,33.61,44.44,34.35,41.85,63.9,61.47,78.22,,
CA09228F1036,BLACKBERRY (NYS),,,,,,,27.33,19.6,31.3,46.86,50.29,50.62,53.14,65.31,50.85,65.09,76.44,76.63,77.82,87.6,85.43,76.18,73.79,75.34
CA0977518616,BOMBARDIER 'B',,,,,,,8.34,32.11,46.79,62.08,87.56,80.39,87.0,81.17,78.32,76.75,70.22,74.44,73.21,77.34,73.89,74.48,74.73,72.32
CA11271J1075,BROOKFIELD A (NYS),,,,,,32.6,36.34,34.26,31.49,43.64,42.12,47.29,43.63,60.89,48.38,53.42,62.58,60.47,61.16,71.12,66.17,60.8,65.81,60.28
CA1247651088,CAE,,,,,,,32.79,49.18,56.72,43.03,28.69,36.89,36.89,36.89,36.89,54.64,66.39,55.16,53.27,49.77,80.29,83.76,78.57,83.23
CA12532H1047,CGI,,,,,,18.77,28.9,21.13,49.1,59.7,54.6,63.49,70.44,60.4,53.82,62.96,62.15,70.42,70.14,66.96,69.42,74.82,78.71,80.48
CA1254911003,CI FINANCIAL,,,,,,10.94,10.63,3.64,44.66,42.31,44.1,46.92,51.01,49.68,51.52,50.58,49.09,54.62,54.08,52.55,50.64,48.51,47.68,40.19
CA13321L1085,CAMECO,,,,,,29.3,29.3,49.17,67.84,73.34,74.12,85.76,80.34,77.28,71.25,71.25,74.5,75.35,75.35,80.56,89.55,93.17,90.97,90.1
CA1360691010,CANADIAN IMP.BK.COM.,,,,44.13,44.21,64.55,47.18,49.52,54.87,60.6,61.74,61.22,68.85,72.3,85.58,85.39,88.15,87.07,93.05,91.14,89.9,91.85,91.25,90.25
CA1363751027,CANADIAN NATIONAL RY.,,,,45.66,32.05,65.66,34.66,28.73,67.38,71.01,74.06,76.93,73.06,72.3,69.81,71.0,70.05,71.12,67.99,65.17,83.65,82.46,87.17,
CA1363851017,CANADIAN NATURAL RES.,,,,,,,22.14,13.42,13.26,34.88,56.74,40.0,45.5,39.58,38.88,33.74,36.92,64.64,52.44,46.28,51.33,45.92,39.29,38.09
CA13646K1084,CANADIAN PACIFIC KANSAS CITY,,,,78.93,70.04,70.36,55.17,46.51,62.46,59.19,68.37,68.2,66.54,54.97,49.28,41.55,43.88,55.34,55.72,61.52,93.01,94.2,93.61,93.79
CA1366812024,CANADIAN TIRE 'A',,,,,,10.52,47.4,41.94,62.36,69.22,72.68,70.69,52.83,47.63,62.93,66.66,69.44,65.18,63.77,68.2,73.98,71.51,68.44,74.83
CA1367178326,CANADIAN UTILITIES 'A',,,,,,7.03,7.77,9.46,15.04,20.22,19.21,21.02,25.44,32.5,35.59,34.19,35.33,32.88,26.14,34.49,31.99,26.53,31.65,46.76
CA15101Q1081,CELESTICA SBVTG.SHS.,,,,,,15.54,30.82,32.02,40.5,41.3,42.29,52.81,53.93,51.46,59.27,62.88,61.16,60.22,61.26,66.96,70.91,83.05,84.19,
CA2849025093,ELDORADO GOLD,,,,,,21.87,22.81,24.5,27.42,32.61,32.74,26.97,35.84,57.83,63.24,63.86,60.41,36.11,67.8,77.94,85.71,82.63,82.94,79.92
CA2918434077,EMPIRE 'A',,,,,,,,,38.13,32.6,41.98,39.29,52.05,48.08,43.84,41.89,41.82,40.69,40.41,37.86,38.38,46.63,40.28,45.64
CA29250N1050,ENBRIDGE,,,,26.37,38.09,47.11,82.89,76.09,83.86,87.09,83.57,68.75,74.04,76.73,71.87,71.21,69.15,78.32,77.92,83.21,82.1,78.43,79.45,78.25
CA2927661025,ENERPLUS,,,,,,28.22,26.77,14.76,11.95,26.59,27.22,25.16,27.91,34.66,36.43,36.76,34.14,36.63,40.81,43.05,48.58,45.98,39.36,44.85
CA2935701078,ENSIGN EN.SVS.,,,,,,21.24,22.81,13.93,24.97,19.84,27.28,26.08,25.6,19.58,27.61,24.39,27.09,29.48,28.95,35.23,28.4,33.2,30.07,26.7
CA3039011026,FAIRFAX FINL.HDG.,,,,,,32.0,28.16,27.26,22.9,28.53,29.67,30.49,30.15,29.79,27.46,27.42,27.18,27.87,28.11,26.12,26.16,28.48,41.18,42.21
CA3180714048,FINNING INTL.,,,,,,56.79,52.29,37.4,38.06,45.92,44.47,46.59,46.83,47.11,45.24,42.65,49.34,51.81,47.8,63.2,56.07,59.42,66.84,60.49
CA3359341052,FIRST QUANTUM MRLS.,,,,,,22.93,17.17,25.02,18.39,34.28,29.31,28.8,39.46,41.65,37.75,46.02,45.95,69.02,72.32,75.9,75.01,63.99,73.99,74.26
CA3495531079,FORTIS,,,,,,20.59,19.56,27.52,35.01,32.51,29.35,20.63,30.73,24.83,22.96,21.15,24.4,27.15,35.06,57.58,73.9,75.85,73.59,82.19
CA3759161035,GILDAN ACTIVEWEAR,,,,,,42.76,46.84,37.75,79.14,85.65,88.2,90.1,88.89,90.02,75.97,71.92,76.17,90.57,87.38,92.33,91.23,92.05,90.6,89.12
CA39138C1068,GREAT WEST LIFECO,,,,,,15.99,6.42,5.37,33.55,18.08,34.34,40.7,45.75,45.93,45.58,43.34,54.85,57.89,50.95,52.69,48.91,49.41,48.04,
CA4495861060,IGM FINL.,,,,,,10.94,10.63,28.74,49.86,42.8,45.4,53.36,56.33,69.64,69.76,71.28,72.97,74.51,77.24,85.95,85.06,84.45,84.62,70.88
